owm_city_name,owm_country
Kenilworth,US
Kensington,US
Kensington,AU
Keren,CN
Keren,ER
Kerman,US
Kerman,IR
Kesabpur,BD
Kesabpur,IN
Keswick,CA
Keswick,GB
Kettering,US
Kettering,GB
Khanpur,IN
Khanpur,PK
Khash,IR
Khash,AF
Khorol,UA
Khorol,RU
Kiel,DE
Kiel,US
Kijang,ID
Kijang,KR
Kimberley,CA
Kimberley,ZA
Kimberley,GB
Kingsbury,US
Kingsbury,GB
Kingsford,AU
Kingsford,US
Kingston,JM
Kingston,NF
Kingston,US
Kingston,CA
Kingston,AU
Kinross,GB
Kinross,AU
Kirchberg,DE
Kirchberg,CH
Kirkland,CA
Kirkland,US
Kirkwood,ZA
Kirkwood,US
Kirovsk,RU
Kirovsk,UA
Kirovskiy,TJ
Kirovskiy,RU
Kirya,RU
Kirya,TZ
Komarno,SK
Komarno,UA
Komsomolets,KZ
Komsomolets,RU
Komsomolsk,UA
Komsomolsk,RU
Komsomolskiy,UZ
Komsomolskiy,RU
Konstantinovo,BY
Konstantinovo,RU
Korba,IN
Korba,TN
Kose,TR
Kose,EE
Kotovsk,UA
Kotovsk,RU
Krasne,UA
Krasne,PL
Krasnogorskiy,RU
Krasnogorskiy,KZ
Krasnoye,UA
Krasnoye,RU
Krasnyy Kut,RU
Krasnyy Kut,UA
Kratovo,RU
Kratovo,MK
Kula,TR
Kula,BG
Kulu,IN
Kulu,TR
Kumi,UG
Kumi,KR
Kunda,EE
Kunda,IN
Kurchatov,KZ
Kurchatov,RU
Kure,TR
Kure,JP
Kuta,NG
Kuta,ID
Kwale,NG
Kwale,KE
La Asuncion,VE
La Asuncion,CR
La Calera,MX
La Calera,AR
La Calera,CO
La Carlota,PH
La Carlota,AR
La Carlota,ES
La Ceiba,HN
La Ceiba,MX
La Concepcion,PA
La Concepcion,NI
La Concepcion,MX
La Concepcion,HN
La Cruz,CO
La Cruz,CR
La Cruz,MX
La Cruz,AR
La Cumbre,AR
La Cumbre,CO
La Ermita,MX
La Ermita,HN
La Esperanza,CO
La Esperanza,GT
La Esperanza,PA
La Esperanza,HN
La Granja,AR
La Granja,PH
La Joya,MX
La Joya,US
La Libertad,MX
La Libertad,PH
La Libertad,GT
La Libertad,SV
La Libertad,EC
La Libertad,NI
La Libertad,HN
La Mesa,PA
La Mesa,CO
La Mesa,US
La Paloma,UY
La Paloma,US
La Paz,HN
La Paz,UY
La Paz,MX
La Paz,AR
La Paz,CO
La Paz,BO
La Paz,PH
La Pintada,CO
La Pintada,PA
La Plata,AR
La Plata,CO
La Plata,US
La Presa,US
La Presa,MX
La Reforma,GT
La Reforma,MX
La Rinconada,PE
La Rinconada,ES
La Romana,DO
La Romana,ES
La Trinidad,PH
La Trinidad,MX
La Trinite,FR
La Trinite,MQ
La Union,CL
La Union,SV
La Union,PE
La Union,MX
La Union,CO
La Union,ES
La Union,PH
La Union,HN
La Union,GT
La Victoria,VE
La Victoria,CO
Labuan,ID
Labuan,PH
Lacin,TR
Lacin,AZ
Lacombe,CA
Lacombe,US
Ladysmith,US
Ladysmith,CA
Lago,IT
Lago,SL
Lagoa,BR
Lagoa,PT
Lagos,PT
Lagos,NG
Laguna,BR
Laguna,US
Lala,PH
Lala,IN
Lamas,PT
Lamas,PE
Lampa,PE
Lampa,CL
Lampertheim,DE
Lampertheim,FR
Lancaster,US
Lancaster,GB
Landen,BE
Landen,US
Langendorf,DE
Langendorf,CH
Langley Park,GB
Langley Park,US
Lansdowne,US
Lansdowne,IN
Laredo,US
Laredo,PE
Laredo,ES
Las Animas,CL
Las Animas,US
Las Lajas,HN
Las Lajas,AR
Las Lomas,PA
Las Lomas,PE
Las Lomas,US
Las Piedras,PR
Las Piedras,UY
Las Rosas,ES
Las Rosas,AR
Las Tablas,ES
Las Tablas,PA
Las Toscas,AR
Las Toscas,UY
Las Vegas,HN
Las Vegas,US
Latrobe,US
Latrobe,AU
Lauderdale,AU
Lauderdale,US
Laufen,CH
Laufen,DE
Laufenburg,DE
Laufenburg,CH
Launceston,GB
Launceston,AU
Laurel,US
Laurel,PH
Laval,FR
Laval,CA
Lawson,AU
Lawson,US
Lazi,UA
Lazi,PH
Lebrija,ES
Lebrija,CO
Leeds,US
Leeds,GB
Leek,NL
Leek,GB
Leganes,PH
Leganes,ES
Leicester,GB
Leicester,US
Leninskiy,RU
Leninskiy,MD
Leninskiy,KZ
Lens,FR
Lens,BE
Lens,CH
Leominster,GB
Leominster,US
Leon,PH
Leon,US
Leon,MX
Leon,ES
Leon,NI
Lesna,CZ
Lesna,PL
Lesnica,RS
Lesnica,PL
Levittown,US
Levittown,PR
Lewes,US
Lewes,GB
Lewiston,AU
Lewiston,US
Libertad,UY
Libertad,PH
Liberty,US
Liberty,PH
Lille,FR
Lille,BE
Lima,US
Lima,PE
Limay,FR
Limay,PH
Limbe,HT
Limbe,CM
Linares,CO
Linares,ES
Linares,MX
Linares,CL
Lincoln,AR
Lincoln,NZ
Lincoln,US
Lincoln,GB
Linda,RU
Linda,US
Linden,US
Linden,GY
Lisbon,PT
Lisbon,US
Littlehampton,GB
Littlehampton,AU
Liverpool,GB
Liverpool,US
Liverpool,AU
Livingston,US
Livingston,GB
Livingston,GT
Llanera,PH
Llanera,ES
Llorente,CR
Llorente,PH
Lodi,US
Lodi,IT
Loftus,GB
Loftus,AU
Loja,EC
Loja,ES
Lom,NO
Lom,BG
London,US
London,CA
Longford,IE
Longford,AU
Longtown,US
Longtown,GB
Lopez,PH
Lopez,CO
Loreto,IT
Loreto,AR
Loreto,MX
Loreto,PH
Los Altos,MX
Los Altos,US
Los Altos,AR
Los Andes,CL
Los Andes,CO
Los Angeles,CL
Los Angeles,US
Los Angeles,PH
Los Banos,US
Los Banos,PH
Los Llanos,PR
Los Llanos,DO
Los Molinos,US
Los Molinos,ES
Lourdes,PH
Lourdes,FR
Loyola,PH
Loyola,US
Luanda,AO
Luanda,KE
Lubao,CD
Lubao,PH
Lucas,BR
Lucas,US
Lucena,ES
Lucena,PH
Ludlow,US
Ludlow,GB
Lugo,ES
Lugo,IT
Lugo,PH
Lunen,DE
Lunen,PH
Luz,PT
Luz,BR
Luzino,RU
Luzino,PL
Lyman,UA
Lyman,US
Lyndhurst,GB
Lyndhurst,US
Lyuban,BY
Lyuban,RU
Macau,MO
Macau,FR
Macau,BR
Macia,MZ
Macia,AR
Macon,US
Macon,FR
Madaras,RO
Madaras,HU
Madera,MX
Madera,US
Madrid,PH
Madrid,MX
Madrid,ES
Madrid,US
Madrid,CO
Madridejos,ES
Madridejos,PH
Mafra,PT
Mafra,BR
Magadi,IN
Magadi,KE
Magenta,IT
Magenta,FR
Maghar,IL
Maghar,IN
Mahala,BA
Mahala,PH
Mahuta,TZ
Mahuta,NG
Mala,SE
Mala,PE
Malabar,US
Malabar,AU
Malaga,ES
Malaga,PH
Malaga,CO
Malakoff,US
Malakoff,FR
Male,IT
Male,MV
Malino,PH
Malino,RU
Malka,JO
Malka,RU
Malmesbury,GB
Malmesbury,ZA
Maltby,US
Maltby,GB
Malvern,US
Malvern,JM
Mama,MX
Mama,RU
Mamou,GN
Mamou,US
Manati,PR
Manati,CU
Manati,CO
Manchester,GB
Manchester,US
Mandal,IN
Mandal,NO
Mandeville,US
Mandeville,JM
Mandra,GR
Mandra,RO
Manga,BF
Manga,BR
Manga,PH
Mani,MX
Mani,CO
Manila,PH
Manila,US
Manning,AU
Manning,US
Manor,IN
Manor,US
Mansa,ZM
Mansa,IN
Mansfield,AU
Mansfield,GB
Mansfield,US
Manta,IT
Manta,EC
Mantua,US
Mantua,CU
Manuel,MX
Manuel,ES
Many,HU
Many,US
Manzanares,ES
Manzanares,CO
Manzanillo,CU
Manzanillo,MX
Mao,ES
Mao,TD
Marathon,CA
Marathon,US
Marawi,SD
Marawi,PH
Marco,US
Marco,BR
Margarita,PA
Margarita,CO
Margate,US
Margate,ZA
Margate,AU
Margate,GB
Margherita,IN
Margherita,UG
Marigot,MF
Marigot,DM
Marin,ES
Marin,MX
Marino,AU
Marino,IT
Marino,MK
Marion,US
Marion,AU
Markham,US
Markham,CA
Marlborough,GB
Marlborough,US
Marlow,US
Marlow,DE
Marlow,GB
Marsa,RO
Marsa,MT
Marshfield,GB
Marshfield,US
Martin,SK
Martin,US
Martorell,ES
Martorell,PR
Masaka,UG
Masaka,SL
Masaya,NI
Masaya,PH
Mascot,AU
Mascot,US
Matanzas,DO
Matanzas,CU
Matay,KZ
Matay,EG
Mattawa,US
Mattawa,CA
Maua,KE
Maua,BR
Mayfield,GB
Mayfield,US
Mayo,US
Mayo,PH
Mayorga,ES
Mayorga,PH
Meadow Lake,US
Meadow Lake,CA
Mecca,SA
Mecca,US
Medellin,ES
Medellin,CO
Medellin,PH
Medina,AU
Medina,US
Medina,CO
Medina,PH
Medina,SA
Medina,BR
Medina,MX
Melbourne,GB
Melbourne,AU
Melbourne,US
Melfi,IT
Melfi,TD
Melissa,IT
Melissa,US
Melle,DE
Melle,BE
Melle,FR
Melrose,US
Melrose,MU
Melville,US
Melville,AU
Melville,CA
Mena,UA
Mena,US
Mende,HU
Mende,FR
Mendi,ET
Mendi,PG
Mercedes,UY
Mercedes,AR
Mercedes,US
Mercedes,CR
Mercedes,PH
Merida,PH
Merida,ES
Merida,MX
Merida,VE
Meru,FR
Meru,KE
Messina,IT
Messina,ZA
Mexico,PH
Mexico,US
Middelburg,ZA
Middelburg,NL
Middleton,US
Middleton,GB
Midland,US
Midland,AU
Midland,CA
Milan,CO
Milan,US
Milford,GB
Milford,US
Milot,HT
Milot,AL
Milton,NZ
Milton,US
Mina,MX
Mina,PH
Minas,UY
Minas,CU
Minden,DE
Minden,US
Minglanilla,ES
Minglanilla,PH
Mino,ES
Mino,JP
Mira,IT
Mira,PT
Miramar,AR
Miramar,MX
Miramar,US
Miramar,CR
Miranda,AU
Miranda,BR
Miranda,PH
Miranda,PR
Miranda,CO
Mirzapur,IN
Mirzapur,BD
Misliyah,PS
Misliyah,SA
Mission,CA
Mission,US
Moana,AU
Moana,ES
Moca,PR
Moca,DO
Mol,BE
Mol,RS
Molteno,IT
Molteno,ZA
Monastir,TN
Monastir,IT
Moncao,PT
Moncao,BR
Mondovi,US
Mondovi,IT
Mondragon,FR
Mondragon,PH
Monmouth,US
Monmouth,GB
Monrovia,US
Monrovia,LR
Montague,CA
Montague,US
Montana,CH
Montana,BG
Montblanc,FR
Montblanc,ES
Monte Alto,US
Monte Alto,BR
Montebello,CO
Montebello,US
Montecarlo,IT
Montecarlo,AR
Montecillo,PH
Montecillo,MX
Monterey,US
Monterey,AU
Monterrey,MX
Monterrey,CO
Monterrey,HN
Montevideo,US
Montevideo,UY
Montgomery,PK
Montgomery,US
Montijo,PT
Montijo,ES
Montilla,PH
Montilla,ES
Montmagny,FR
Montmagny,CA
Montreal,CA
Montreal,FR
Montrose,AU
Montrose,US
Montrose,GB
Moosburg,AT
Moosburg,DE
Mora,SE
Mora,US
Mora,ES
Mora,CM
Morales,GT
Morales,CO
Morales,PH
Morazan,GT
Morazan,HN
Morehead,US
Morehead,PG
Morelia,CO
Morelia,MX
Mori,JP
Mori,IT
Moron,AR
Moron,CU
Moron,VE
Morrison,AR
Morrison,US
Morsbach,FR
Morsbach,DE
Moscow,RU
Moscow,US
Moya,KM
Moya,ES
Mulino,US
Mulino,RU
Mullheim,DE
Mullheim,CH
Munsingen,DE
Munsingen,CH
Munster,DE
Munster,FR
Munster,US
Murcia,PH
Murcia,ES
Muri,CH
Muri,IN
Mustafabad,IN
Mustafabad,PK
Mwanza,MW
Mwanza,TZ
Nabinagar,BD
Nabinagar,IN
Naco,MX
Naco,HN
Nago,JP
Nago,IT
Namanga,KE
Namanga,TZ
Naranjal,PY
Naranjal,EC
Naranjito,HN
Naranjito,EC
Naranjito,PR
Naro,PH
Naro,IT
Naruja,GE
Naruja,RO
Nasirabad,IN
Nasirabad,PK
Nassau,DE
Nassau,BS
Nata,PA
Nata,BW
Nawabganj,BD
Nawabganj,IN
Nazare,BR
Nazare,PT
Nazareth,BE
Nazareth,US
Nazareth,IL
Nelson,NZ
Nelson,GB
Nelson,CA
Neufchateau,BE
Neufchateau,FR
Neunkirchen,DE
Neunkirchen,AT
New Town,US
New Town,AU
Newburgh,US
Newburgh,GB
Newcastle,AU
Newcastle,US
Newcastle,ZA
Newington,GB
Newington,US
Newman,AU
Newman,US
Newmarket,CA
Newmarket,US
Newmarket,GB
Newport,US
Newport,GB
Newport,CW
Newport,AU
Newtown,US
Newtown,AU
Newtown,GB
Ngoro,ID
Ngoro,CM
Niagara Falls,US
Niagara Falls,CA
Nice,FR
Nice,US
Nicosia,CY
Nicosia,IT
Nieves,PH
Nieves,MX
Nikopol,UA
Nikopol,BG
Nogales,US
Nogales,MX
Nola,IT
Nola,CF
North Beach,US
North Beach,AU
North Shore,US
North Shore,NZ
North Shore,AU
North York,US
North York,CA
Northam,GB
Northam,AU
Northampton,US
Northampton,GB
Norton,ZW
Norton,US
Norwich,GB
Norwich,US
Nottingham,GB
Nottingham,US
Novi Pazar,RS
Novi Pazar,BG
Novomoskovsk,UA
Novomoskovsk,RU
Novopokrovka,RU
Novopokrovka,UA
Nueva Concepcion,GT
Nueva Concepcion,SV
Nuevo Progreso,MX
Nuevo Progreso,GT
Nzega,TZ
Nzega,RW
Oakley,GB
Oakley,US
Oakville,CA
Oakville,US
Obando,PH
Obando,CO
Oberkirch,DE
Oberkirch,CH
Ocampo,PH
Ocampo,MX
Ocana,PH
Ocana,ES
Ocana,CO
Odessa,US
Odessa,UA
Oguz,TR
Oguz,AZ
Okha,RU
Okha,IN
Olga,US
Olga,RU
Oliva,AR
Oliva,ES
Oliveira,PT
Oliveira,BR
Oliver,US
Oliver,CA
Olivia,MU
Olivia,US
Olmedo,ES
Olmedo,IT
Olney,GB
Olney,US
Olot,ES
Olot,UZ
Ome,JP
Ome,IT
Oran,DZ
Oran,IN
Orange,US
Orange,AU
Orange,FR
Orani,PH
Orani,IT
Ordzhonikidze,KZ
Ordzhonikidze,UA
Oria,ES
Oria,IT
Orleans,US
Orleans,BR
Orleans,FR
Oropesa,ES
Oropesa,PE
Orosi,CR
Orosi,US
Orsha,BY
Orsha,RU
Ossun,US
Ossun,FR
Ostra,IT
Ostra,RO
Ostrov,RO
Ostrov,RU
Ostrov,CZ
Ottawa,US
Ottawa,CA
Ottenbach,DE
Ottenbach,CH
Ourem,PT
Ourem,BR
Overton,GB
Overton,US
Oviedo,US
Oviedo,DO
Oviedo,ES
Oxford,US
Oxford,GB
Oyon,PE
Oyon,ES
Oyster Bay,US
Oyster Bay,AU
Pace,FR
Pace,US
Pacora,CO
Pacora,PA
Padang,PH
Padang,ID
Padilla,BO
Padilla,CO
Padina,RS
Padina,RO
Padstow,GB
Padstow,AU
Paita,NC
Paita,PE
Pajo,PH
Pajo,BT
Palatka,US
Palatka,RU
Palau,MX
Palau,IT
Pale,BA
Pale,GQ
Palencia,ES
Palencia,GT
Palenque,MX
Palenque,EC
Palermo,CO
Palermo,US
Palermo,IT
Palestina,EC
Palestina,PH
Palestina,CO
Palmas,PR
Palmas,BR
Palmira,CU
Palmira,CO
Palo Alto,US
Palo Alto,MX
Palu,TR
Palu,ID
Pamplona,ES
Pamplona,PH
Pamplona,CO
Panambi,BR
Panambi,AR
Pandakan,PH
Pandakan,ID
Pando,PH
Pando,UY
Panorama,BR
Panorama,GR
Paola,MT
Paola,US
Paola,IT
Paradise,TT
Paradise,AU
Paradise,US
Paraiso,PH
Paraiso,MX
Paraiso,CR
Paraiso,DO
Parbatipur,IN
Parbatipur,BD
Paris,FR
Paris,CA
Paris,US
Parma,US
Parma,IT
Pasadena,CA
Pasadena,US
Passi,PH
Passi,SN
Patan,NP
Patan,IN
Patna,IN
Patna,GB
Patrocinio,PH
Patrocinio,BR
Patti,IN
Patti,IT
Pau,PH
Pau,FR
Pavia,IT
Pavia,PH
Pavlovka,RU
Pavlovka,UA
Pedernales,EC
Pedernales,MX
Pedernales,DO
Pella,US
Pella,GR
Pembroke,US
Pembroke,CA
Pembroke,GB
Penafiel,PT
Penafiel,ES
Penaflor,ES
Penaflor,CL
Penrith,AU
Penrith,GB
Peralta,DO
Peralta,ES
Peralta,US
Perez,AR
Perez,PH
Perth,GB
Perth,AU
Perth,CA
Pervomaysk,RU
Pervomaysk,UA
Pervomayskiy,RU
Pervomayskiy,KZ
Peterborough,US
Peterborough,CA
Peterborough,GB
Petra,JO
Petra,ES
Philipsburg,US
Philipsburg,SX
Pickering,CA
Pickering,GB
Picton,AU
Picton,NZ
Piedade,BR
Piedade,PT
Pila,PL
Pila,PH
Pilar,BR
Pilar,PY
Pilar,PH
Pilar,AR
Pimentel,PE
Pimentel,DO
Pital,CR
Pital,CO
Plymouth,MS
Plymouth,US
Plymouth,GB
Plympton,GB
Plympton,US
Plympton,AU
Pointe-Noire,CG
Pointe-Noire,GP
Pokrovka,RU
Pokrovka,KG
Polanco,MX
Polanco,PH
Poli,CM
Poli,IT
Poli,TZ
Polo,US
Polo,DO
Polo,PH
Pombal,PT
Pombal,BR
Ponso,IT
Ponso,PH
Pont-Saint-Martin,FR
Pont-Saint-Martin,IT
Ponta do Sol,PT
Ponta do Sol,CV
Ponte,IT
Ponte,PT
Pontevedra,AR
Pontevedra,ES
Pontevedra,PH
Port Royal,US
Port Royal,JM
Port-Louis,FR
Port-Louis,GP
Portland,AU
Portland,US
Porto,PT
Porto,BR
Portsmouth,GB
Portsmouth,US
Portsmouth,DM
Posadas,ES
Posadas,AR
Potosi,NI
Potosi,CO
Potosi,BO
Potosi,US
Potsdam,US
Potsdam,DE
Prado,CO
Prado,BR
Prado,PT
Prado,PH
Prague,US
Prague,CZ
Prescott,CA
Prescott,US
Preston,US
Preston,GB
Prilep,MK
Prilep,XK
Prince George,US
Prince George,CA
Princeton,CA
Princeton,US
Princeville,CA
Princeville,US
Priozersk,KZ
Priozersk,RU
Prnjavor,RS
Prnjavor,BA
Progreso,US
Progreso,UY
Progreso,PH
Progreso,PA
Progreso,MX
Prospect,US
Prospect,AU
Providence,US
Providence,MU
Providencia,CO
Providencia,MX
Psary,CZ
Psary,PL
Pueblo Nuevo,PE
Pueblo Nuevo,NI
Pueblo Nuevo,GT
Pueblo Nuevo,HN
Pueblo Nuevo,CO
Pueblo Nuevo,MX
Puerto Escondido,PA
Puerto Escondido,MX
Puerto Escondido,CO
Puerto Real,PR
Puerto Real,ES
Puerto Rico,AR
Puerto Rico,ES
Puerto Rico,CO
Pula,IT
Pula,HR
Punta Gorda,BZ
Punta Gorda,US
Purificacion,MX
Purificacion,CO
Pushkino,AZ
Pushkino,RU
Queenstown,AU
Queenstown,NZ
Queenstown,ZA
Quesada,CR
Quesada,ES
Quesada,GT
Quezaltepeque,GT
Quezaltepeque,SV
Quiroga,MX
Quiroga,ES
Rabat,MA
Rabat,MT
Raipur,IN
Raipur,BD
Ramon,PH
Ramon,RU
Ramos,PH
Ramos,PR
Ramsey,US
Ramsey,GB
Ranipur,IN
Ranipur,PK
Rasht,IR
Rasht,TJ
Ravenna,US
Ravenna,IT
Raymond,CA
Raymond,US
Rayne,US
Rayne,GB
Reading,GB
Reading,US
Real,PT
Real,PH
Recas,RO
Recas,ES
Red Hill,AU
Red Hill,NZ
Red Hill,US
Redlynch,GB
Redlynch,AU
Rehoboth,
Rehoboth,US
Remedios,CU
Remedios,CO
Renfrew,GB
Renfrew,CA
Renton,GB
Renton,US
Retz,DE
Retz,AT
Revere,IT
Revere,US
Ribeirao,BR
Ribeirao,PT
Richelieu,CA
Richelieu,FR
Richmond,ZA
Richmond,CA
Richmond,NZ
Richmond,JM
Richmond,AU
Richmond,GB
Richmond,US
Richmond Hill,US
Richmond Hill,CA
Rincon,DO
Rincon,US
Rio Blanco,MX
Rio Blanco,NI
Rio Branco,UY
Rio Branco,BR
Rio Bravo,GT
Rio Bravo,MX
Rio Bravo,US
Rio Grande,PE
Rio Grande,US
Rio Grande,MX
Rio Grande,BR
Rio Grande,PR
Rio Hondo,US
Rio Hondo,GT
Rio Segundo,CR
Rio Segundo,AR
Rio Tinto,BR
Rio Tinto,PT
Ripley,GB
Ripley,US
Ripon,US
Ripon,GB
Rivera,CO
Rivera,UY
Riverview,AU
Riverview,US
Rochefort,FR
Rochefort,BE
Rochester,GB
Rochester,US
Rockingham,AU
Rockingham,US
Rocky Point,US
Rocky Point,JM
Rodeo,US
Rodeo,MX
Rodriguez,UY
Rodriguez,PH
Roeulx,FR
Roeulx,BE
Rohr,DE
Rohr,CH
Roma,IT
Roma,AU
Roma,RO
Roman,RO
Roman,BG
Romny,RU
Romny,UA
Rosales,PH
Rosales,MX
Rosario,UY
Rosario,AR
Rosario,PH
Roseau,DM
Roseau,US
Rosenberg,DE
Rosenberg,US
Rotonda,US
Rotonda,IT
Rotterdam,US
Rotterdam,NL
Rotunda,PH
Rotunda,RO
Rouvroy,FR
Rouvroy,BE
Royston,US
Royston,GB
Rudnik,PL
Rudnik,CZ
Rudnyy,RU
Rudnyy,KZ
Rugby,GB
Rugby,US
Ruma,RS
Ruma,NG
Rus,ES
Rus,RO
Ruse,BG
Ruse,SI
Russkaya Polyana,RU
Russkaya Polyana,UA
Rye,GB
Rye,US
Saba,GM
Saba,HN
Sabanagrande,HN
Sabanagrande,CO
Sabaneta,DO
Sabaneta,CO
Sabang,ID
Sabang,PH
Sabha,LY
Sabha,JO
Sacramento,US
Sacramento,BR
Sada,ES
Sada,YT
Sagana,PH
Sagana,KE
Sagunto,ES
Sagunto,PH
Sahagun,CO
Sahagun,ES
Saham,JO
Saham,OM
Saidpur,IN
Saidpur,BD
Saint Albans,GB
Saint Albans,US
Saint Andrews,US
Saint Andrews,GB
Saint Dennis,US
Saint Dennis,GB
Saint Helens,US
Saint Helens,GB
Saint John,CA
Saint John,MT
Saint John,US
Saint Johns,AG
Saint Johns,US
Saint Joseph,DM
Saint Joseph,US
Saint Petersburg,RU
Saint Petersburg,US
Saint-Benoit,RE
Saint-Benoit,FR
Saint-Claude,FR
Saint-Claude,GP
Saint-Denis,FR
Saint-Denis,RE
Saint-Francois,GP
Saint-Francois,FR
Saint-Joseph,RE
Saint-Joseph,MQ
Saint-Leonard,CH
Saint-Leonard,FR
Saint-Leu,RE
Saint-Leu,FR
Saint-Louis,SN
Saint-Louis,RE
Saint-Louis,FR
Saint-Maurice,CH
Saint-Maurice,FR
Saint-Nicolas,FR
Saint-Nicolas,BE
Saint-Pierre,IT
Saint-Pierre,PM
Saint-Pierre,RE
Saint-Pierre,MQ
Saint-Raphael,HT
Saint-Raphael,FR
Saint-Sauveur,CA
Saint-Sauveur,FR
Sainte-Catherine,FR
Sainte-Catherine,CA
Sainte-Marie,FR
Sainte-Marie,CA
Sainte-Marie,RE
Sainte-Marie,MQ
Sainte-Rose,GP
Sainte-Rose,RE
Saku,EE
Saku,JP
Salamanca,US
Salamanca,PH
Salamanca,CL
Salamanca,ES
Salamanca,MX
Saldana,CO
Saldana,ES
Sale,GB
Sale,IT
Sale,AU
Sale,MA
Salem,IN
Salem,US
Salem,SE
Salento,IT
Salento,CO
Salinas,PH
Salinas,PR
Salinas,US
Salinas,BR
Salinas,EC
Salisbury,AU
Salisbury,US
Salisbury,GB
Salitral,CR
Salitral,PE
Salo,IT
Salo,FI
Salsipuedes,DO
Salsipuedes,AR
Saltillo,US
Saltillo,MX
Salto,UY
Salto,BR
Salvador,BR
Salvador,PH
Salvatierra,MX
Salvatierra,ES
San Agustin,SV
San Agustin,CO
San Agustin,MX
San Agustin,PH
San Agustin,PE
San Agustin,AR
San Alberto,CO
San Alberto,PY
San Andres,GT
San Andres,PH
San Andres,CO
San Antonio,PH
San Antonio,AR
San Antonio,CR
San Antonio,PR
San Antonio,CL
San Antonio,US
San Antonio,CO
San Antonio,PY
San Bartolo,MX
San Bartolo,PE
San Basilio,PH
San Basilio,AR
San Benito,PH
San Benito,GT
San Benito,AR
San Benito,US
San Bernardino,PH
San Bernardino,GT
San Bernardino,PY
San Bernardino,US
San Bernardo,CO
San Bernardo,AR
San Bernardo,CL
San Carlos,BO
San Carlos,AR
San Carlos,VE
San Carlos,PH
San Carlos,US
San Carlos,NI
San Carlos,CO
San Carlos,MX
San Carlos,UY
San Carlos,CL
San Clemente,CL
San Clemente,US
San Clemente,ES
San Clemente,PE
San Clemente,IT
San Clemente,PH
San Cristobal,MX
San Cristobal,VE
San Cristobal,AR
San Cristobal,DO
San Cristobal,PH
San Cristobal,CU
San Cristobal,EC
San Cristobal,CO
San Diego,CR
San Diego,PH
San Diego,CO
San Diego,US
San Dionisio,NI
San Dionisio,PH
San Felipe,GT
San Felipe,MX
San Felipe,CR
San Felipe,CL
San Felipe,VE
San Felipe,PH
San Fernando,NI
San Fernando,ES
San Fernando,TT
San Fernando,PH
San Fernando,MX
San Fernando,US
San Francisco,PH
San Francisco,HN
San Francisco,CR
San Francisco,CO
San Francisco,SV
San Francisco,GT
San Francisco,AR
San Francisco,US
San Gabriel,US
San Gabriel,MX
San Gabriel,GT
San Gabriel,EC
San Gabriel,PH
San Ignacio,MX
San Ignacio,PH
San Ignacio,BZ
San Ignacio,CR
San Ignacio,HN
San Ignacio,PE
San Ildefonso,ES
San Ildefonso,PH
San Isidro,PH
San Isidro,PR
San Isidro,PE
San Isidro,CR
San Jacinto,US
San Jacinto,CO
San Jacinto,UY
San Jacinto,PH
San Javier,ES
San Javier,AR
San Javier,CL
San Jeronimo,CO
San Jeronimo,PE
San Jeronimo,GT
San Jeronimo,HN
San Joaquin,VE
San Joaquin,US
San Joaquin,PH
San Jorge,NI
San Jorge,AR
San Jose,PY
San Jose,PE
San Jose,AR
San Jose,PR
San Jose,CR
San Jose,US
San Jose,PH
San Juan,AR
San Juan,CR
San Juan,PH
San Juan,US
San Juan,PR
San Juan Bautista,GT
San Juan Bautista,PE
San Juan Nepomuceno,CO
San Juan Nepomuceno,PY
San Julian,MX
San Julian,AR
San Julian,PH
San Julian,BO
San Lorenzo,PY
San Lorenzo,NI
San Lorenzo,IT
San Lorenzo,CO
San Lorenzo,HN
San Lorenzo,GT
San Lorenzo,US
San Lorenzo,AR
San Lorenzo,PR
San Lorenzo,PH
San Lucas,MX
San Lucas,PH
San Luis,CU
San Luis,HN
San Luis,AR
San Luis,US
San Luis,GT
San Luis,MX
San Luis,PH
San Luis,PE
San Luis,CO
San Manuel,US
San Manuel,HN
San Manuel,PH
San Marcos,GT
San Marcos,US
San Marcos,NI
San Marcos,CR
San Marcos,SV
San Marcos,HN
San Marcos,CO
San Marcos,MX
San Marino,SM
San Marino,US
San Martin,AR
San Martin,US
San Martin,SV
San Martin,PH
San Martin,CO
San Mateo,VE
San Mateo,GT
San Mateo,US
San Mateo,PH
San Miguel,US
San Miguel,CO
San Miguel,ES
San Miguel,EC
San Miguel,PE
San Miguel,AR
San Miguel,CR
San Miguel,PH
San Miguelito,NI
San Miguelito,PA
San Nicolas,PH
San Nicolas,HN
San Nicolas,CU
San Nicolas,MX
San Nicolas,ES
San Pablo,CO
San Pablo,BO
San Pablo,US
San Pablo,CR
San Pablo,GT
San Pablo,PH
San Pablo,PE
San Patricio,MX
San Patricio,PH
San Pedro,AR
San Pedro,MX
San Pedro,CO
San Pedro,BO
San Pedro,BZ
San Pedro,PH
San Pedro,US
San Pedro,CR
San Rafael,PH
San Rafael,MX
San Rafael,CO
San Rafael,CR
San Rafael,AR
San Rafael,US
San Ramon,US
San Ramon,PE
San Ramon,NI
San Ramon,CR
San Ramon,UY
San Ramon,BO
San Ramon,PH
San Roque,CO
San Roque,ES
San Roque,MX
San Roque,PH
San Salvador,SV
San Salvador,PH
San Salvador,AR
San Sebastian,PH
San Sebastian,SV
San Sebastian,ES
San Sebastian,GT
San Sebastian,PR
